"","GeoUID","Type","Region Name","Area (sq km)","Population","Dwellings","Households","CSD_UID","CD_UID","CT_UID","CMA_UID","v_CA21_560: Median total income in 2020 among recipients ($)","v_CA21_674: Under $10,000 (including loss)","v_CA21_677: $10,000 to $19,999","v_CA21_680: $20,000 to $29,999","v_CA21_683: $30,000 to $39,999","v_CA21_686: $40,000 to $49,999","v_CA21_689: $50,000 to $59,999","v_CA21_692: $60,000 to $69,999","v_CA21_695: $70,000 to $79,999","v_CA21_698: $80,000 to $89,999","v_CA21_701: $90,000 to $99,999","v_CA21_707: $100,000 to $149,999","v_CA21_710: $150,000 and over","v_CA21_915: Average total income of household in 2020 ($)","v_CA21_916: Average after-tax income of household in 2020 ($)","v_CA21_4407: Non-immigrants","v_CA21_4410: Immigrants","v_CA21_4434: Non-permanent residents","v_CA21_4878: South Asian","v_CA21_4881: Chinese","v_CA21_4884: Black","v_CA21_4887: Filipino","v_CA21_4890: Arab","v_CA21_4893: Latin American","v_CA21_4896: Southeast Asian","v_CA21_4899: West Asian","v_CA21_4902: Korean","v_CA21_4905: Japanese","v_CA21_4908: Visible minority, n.i.e.","v_CA21_4911: Multiple visible minorities","v_CA21_4914: Not a visible minority","v_CA21_5868: No certificate, diploma or degree","v_CA21_5871: High (secondary) school diploma or equivalency certificate","v_CA21_5898: Bachelor's degree","v_CA21_5901: University certificate or diploma above bachelor level"
"1","35240098","DA","35240098",0.3614,911,272,271,"3524001","3524","5350612.12","35535",47200,95,80,90,75,45,50,45,35,30,30,110,75,184000,148000,540,320,0,105,90,65,30,55,0,0,0,0,0,0,10,475,25,75,175,15
"2","35240099","DA","35240099",0.1145,489,141,141,"3524001","3524","5350612.11","35535",49200,45,45,40,40,20,25,30,15,20,5,50,50,208000,164000,295,115,0,25,35,0,0,0,0,0,25,0,0,0,0,315,0,30,120,10
"3","35240100","DA","35240100",0.1292,515,163,160,"3524001","3524","5350612.11","35535",58000,40,45,40,30,35,25,30,20,20,20,60,60,306000,206000,325,165,0,90,35,15,0,25,0,0,0,0,0,0,0,300,0,45,75,20
"4","35240101","DA","35240101",0.1114,379,113,111,"3524001","3524","5350612.11","35535",54800,30,35,30,25,20,20,20,10,10,15,50,30,2e+05,158000,235,165,0,45,45,0,0,50,0,0,0,0,0,0,0,240,0,35,75,0
"5","35240102","DA","35240102",0.1326,466,178,177,"3524001","3524","5350612.11","35535",49600,40,35,40,40,30,20,25,20,20,25,45,15,114000,95000,200,240,0,75,20,50,25,40,30,0,0,0,0,0,0,210,15,35,80,0
"6","35240104","DA","35240104",0.0659,387,121,119,"3524001","3524","5350612.11","35535",50800,30,45,25,30,20,25,20,10,15,15,50,25,180000,140000,190,175,35,40,50,0,0,35,0,0,20,0,0,0,0,255,0,15,100,0
"7","35240105","DA","35240105",0.0507,240,73,73,"3524001","3524","5350612.12","35535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,115,0,30,65,0,0,0,0,0,0,0,0,0,0,150,0,25,55,15
"8","35240106","DA","35240106",0.2,872,282,278,"3524001","3524","5350612.12","35535",43600,65,80,90,65,60,55,30,25,30,25,65,60,146000,118000,525,345,0,80,60,10,0,0,25,0,65,0,0,0,40,555,15,100,180,15
"9","35240107","DA","35240107",0.1583,384,121,120,"3524001","3524","5350612.12","35535",55200,30,35,30,20,20,20,20,20,20,15,25,35,172000,134000,280,125,0,20,40,30,0,0,20,0,0,0,0,0,0,275,0,20,105,10
"10","35240108","DA","35240108",0.0888,498,163,158,"3524001","3524","5350612.12","35535",48800,30,50,50,40,30,35,25,25,25,20,50,20,160000,132000,365,145,20,20,35,20,0,30,40,0,0,0,0,0,0,355,0,45,115,20
"11","35240109","DA","35240109",0.0946,315,100,97,"3524001","3524","5350612.12","35535",45200,25,25,30,30,20,15,15,10,15,10,30,25,172000,132000,130,140,0,40,25,20,0,30,0,0,0,0,0,0,0,135,0,20,50,0
"12","35240110","DA","35240110",0.124,349,117,116,"3524001","3524","5350612.12","35535",50400,40,20,30,25,30,20,15,10,15,15,40,35,160000,128000,180,105,0,20,20,0,0,0,0,0,0,0,0,0,0,240,0,20,45,0
"13","35240111","DA","35240111",0.1676,751,286,279,"3524001","3524","5350613.01","35535",43200,50,55,95,70,55,60,35,35,35,15,45,15,111000,93000,445,265,0,45,60,95,50,15,0,0,0,0,0,30,40,355,25,70,85,20
"14","35240112","DA","35240112",0.1818,437,151,144,"3524001","3524","5350613.01","35535",41600,30,45,45,45,30,20,20,20,15,15,30,25,154000,122000,325,85,0,10,30,0,0,0,20,0,0,0,15,0,0,330,0,70,20,0
"15","35240113","DA","35240113",0.1989,375,111,110,"3524001","3524","5350613.01","35535",41600,35,30,45,20,20,10,15,10,10,10,35,30,148000,118000,250,80,0,0,0,0,0,0,0,0,0,0,0,0,0,265,10,30,50,10
"16","35240114","DA","35240114",1.0125,1200,440,432,"3524001","3524","5350613.01","35535",52000,100,100,115,75,80,55,60,55,45,45,145,95,165000,129500,730,365,10,80,135,20,0,0,10,0,0,40,0,0,40,755,15,85,210,25
"17","35240115","DA","35240115",0.1175,425,124,122,"3524001","3524","5350612.12","35535",56400,45,30,40,20,20,25,20,25,10,20,50,40,1520000,860000,325,160,0,30,40,25,0,0,0,0,0,0,0,15,0,365,0,25,105,0
"18","35240116","DA","35240116",0.0628,312,111,109,"3524001","3524","5350613.01","35535",44800,25,25,35,20,20,20,25,10,10,10,30,10,122000,102000,190,115,0,55,15,0,0,0,0,0,0,0,20,0,0,190,10,30,40,0
"19","35240117","DA","35240117",0.1084,493,183,177,"3524001","3524","5350613.01","35535",42400,35,55,50,45,45,40,25,25,20,15,30,10,113000,95000,335,145,10,15,10,35,15,0,0,0,0,0,0,0,0,395,20,65,45,0
"20","35240118","DA","35240118",0.1658,701,267,262,"3524001","3524","5350613.01","35535",43600,60,55,90,60,60,40,50,30,35,25,65,15,127000,105000,490,165,0,25,60,20,15,0,0,0,0,0,0,0,10,505,15,115,60,10
"21","35240120","DA","35240120",0.2315,608,208,202,"3524001","3524","5350613.03","35535",44400,50,55,65,45,45,35,30,25,25,15,50,30,162000,130000,395,280,15,80,50,0,25,70,0,0,0,0,0,40,0,400,25,65,105,10
"22","35240123","DA","35240123",0.2413,857,354,341,"3524001","3524","5350613.03","35535",35600,55,110,110,90,70,55,40,35,30,15,45,20,90800,78800,445,265,35,80,30,35,25,15,10,0,45,10,0,0,0,485,40,95,115,15
"23","35240124","DA","35240124",0.2716,443,165,158,"3524001","3524","5350613.03","35535",35200,30,75,60,55,50,35,20,10,10,5,25,5,82000,70500,230,155,10,30,0,15,15,35,0,0,0,0,0,10,0,270,35,80,35,0
"24","35240125","DA","35240125",0.1738,352,125,115,"3524001","3524","5350613.03","35535",44400,15,35,45,30,25,20,15,20,10,10,25,30,2e+05,148000,305,175,0,150,0,15,0,50,0,0,0,0,0,0,0,210,15,60,75,0
"25","35240126","DA","35240126",0.7371,482,167,162,"3524001","3524","5350614.01","35535",55200,45,40,35,30,25,25,20,20,20,15,50,55,188000,146000,315,160,0,50,0,25,0,0,0,0,0,0,0,0,10,330,0,15,95,0
"26","35240127","DA","35240127",0.2266,484,180,175,"3524001","3524","5350614.01","35535",47200,40,45,45,45,40,30,25,10,15,15,55,35,139000,111000,330,120,0,0,0,10,0,0,0,0,20,0,0,0,0,385,10,50,70,10
"27","35240128","DA","35240128",0.1409,720,254,247,"3524001","3524","5350614.02","35535",45600,50,55,85,50,60,45,45,35,25,20,50,25,129000,109000,470,235,0,55,45,25,0,0,25,0,0,0,0,0,0,535,25,90,120,10
"28","35240129","DA","35240129",0.2423,478,183,181,"3524001","3524","5350614.02","35535",55600,35,40,40,25,35,35,35,35,20,10,50,30,172000,134000,320,135,0,50,55,0,0,0,0,0,0,0,0,0,0,290,0,55,70,15
"29","35240130","DA","35240130",0.2183,491,172,170,"3524001","3524","5350614.01","35535",49600,45,40,45,40,30,25,25,30,15,20,65,30,157000,130000,325,175,0,30,30,0,0,0,0,0,0,0,0,0,0,400,10,25,140,10
"30","35240131","DA","35240131",0.1578,474,173,172,"3524001","3524","5350614.02","35535",54800,20,40,40,35,35,35,20,25,20,15,50,40,192000,150000,320,150,0,40,0,0,0,0,0,0,0,0,0,0,0,390,10,50,70,0
"31","35240132","DA","35240132",0.153,514,183,182,"3524001","3524","5350614.02","35535",53200,40,35,50,35,35,30,25,25,25,20,45,35,162000,128000,450,115,0,0,15,0,0,0,0,0,0,0,0,0,0,505,0,45,65,15
"32","35240134","DA","35240134",2.8644,503,166,162,"3524001","3524","5350600.02","35535",37600,60,45,60,35,30,30,25,20,10,5,25,30,124000,104000,265,195,0,55,35,130,0,45,0,0,0,0,0,0,0,190,25,35,65,10
"33","35240135","DA","35240135",0.7764,636,219,208,"3524001","3524","5350601.00","35535",49200,60,60,60,25,35,25,20,25,20,20,35,95,302000,204000,380,200,20,70,85,20,0,0,0,0,0,0,0,0,25,355,0,25,150,25
"34","35240136","DA","35240136",0.1876,453,146,141,"3524001","3524","5350601.00","35535",60800,50,40,25,30,20,10,25,15,15,10,40,70,375000,228000,325,140,0,40,50,0,0,0,0,0,0,0,0,0,20,335,0,25,105,0
"35","35240137","DA","35240137",0.2875,508,157,155,"3524001","3524","5350601.00","35535",62400,55,45,30,30,15,15,25,20,15,20,30,85,488000,290000,375,175,0,35,75,0,25,0,0,0,0,0,0,0,0,355,0,20,120,15
"36","35240138","DA","35240138",0.3416,442,144,142,"3524001","3524","5350601.00","35535",51200,50,50,25,20,25,10,15,10,5,5,40,95,460000,268000,330,135,0,40,90,0,0,0,0,10,0,0,0,0,0,305,0,15,95,15
"37","35240139","DA","35240139",0.2784,437,137,135,"3524001","3524","5350601.00","35535",65000,50,35,30,15,10,10,10,10,10,15,25,90,760000,470000,260,155,15,25,90,0,0,0,0,0,0,0,0,0,0,285,0,50,75,10
"38","35240140","DA","35240140",0.5217,578,201,188,"3524001","3524","5350601.00","35535",61600,80,50,25,30,25,20,25,15,15,15,45,120,760000,412000,295,320,20,65,155,0,0,25,0,0,30,0,0,0,0,330,0,15,145,15
"39","35240141","DA","35240141",0.3449,415,128,122,"3524001","3524","5350601.00","35535",43200,55,35,35,25,20,15,5,15,10,15,30,55,460000,292000,290,125,0,0,65,0,0,0,0,0,0,0,0,0,0,275,0,30,90,10
"40","35240142","DA","35240142",0.2711,429,139,134,"3524001","3524","5350600.01","35535",51200,40,35,45,25,20,15,20,10,15,5,25,70,248000,158000,275,110,0,30,85,0,0,0,0,0,0,0,0,0,0,255,0,15,85,10
"41","35240143","DA","35240143",0.2352,571,183,177,"3524001","3524","5350600.01","35535",53200,60,45,40,30,30,15,25,10,20,15,40,90,294000,208000,375,195,10,25,70,0,15,20,0,0,0,0,0,0,0,420,0,20,115,15
"42","35240144","DA","35240144",0.3575,568,192,188,"3524001","3524","5350600.01","35535",54800,60,55,50,30,15,25,25,20,15,15,45,100,308000,218000,365,210,0,15,85,0,0,30,0,0,0,0,0,0,15,430,0,45,110,20
"43","35240145","DA","35240145",0.1811,520,195,189,"3524001","3524","5350600.01","35535",54800,50,45,40,35,25,30,20,25,10,15,55,50,188000,142000,395,165,0,20,130,0,0,0,0,0,0,0,0,0,0,395,0,40,125,0
"44","35240146","DA","35240146",0.1989,450,149,149,"3524001","3524","5350600.01","35535",65000,50,30,25,25,20,20,10,15,10,10,45,80,232000,168000,290,145,0,25,100,0,0,0,0,0,0,0,0,0,10,285,0,20,75,0
"45","35240147","DA","35240147",1.7225,718,236,231,"3524001","3524","5350600.01","35535",57200,80,40,50,45,40,30,25,20,20,20,65,105,218000,162000,440,225,0,30,110,0,0,15,0,0,0,0,0,0,0,515,0,10,145,15
"46","35240148","DA","35240148",0.6196,566,180,178,"3524001","3524","5350600.01","35535",54400,60,40,40,40,20,25,20,25,15,20,65,60,232000,176000,370,210,15,20,220,0,0,0,0,0,0,0,0,0,0,360,0,30,115,0
"47","35240150","DA","35240150",0.0794,460,149,148,"3524001","3524","5350600.02","35535",46000,45,30,50,30,35,30,15,15,20,20,45,25,156000,128000,315,175,0,65,55,0,20,0,0,0,0,0,0,0,35,290,0,80,90,0
"48","35240152","DA","35240152",0.1624,525,169,167,"3524001","3524","5350600.02","35535",44000,75,45,50,35,45,25,20,20,15,20,55,40,152000,118000,230,255,0,90,90,25,20,0,0,0,0,0,0,0,0,240,15,60,65,0
"49","35240153","DA","35240153",0.0744,363,107,107,"3524001","3524","5350600.02","35535",42400,25,45,35,30,30,20,20,10,10,5,35,20,220000,168000,180,155,0,50,85,0,0,0,0,0,0,0,0,0,0,195,0,10,80,0
"50","35240154","DA","35240154",0.1067,468,144,141,"3524001","3524","5350600.02","35535",44800,40,60,45,30,25,15,20,10,20,20,55,25,172000,140000,235,225,0,40,180,0,10,0,0,0,0,0,0,0,50,155,0,40,125,15
"51","35240155","DA","35240155",0.082,444,145,144,"3524001","3524","5350600.02","35535",44800,30,45,45,40,30,35,20,15,20,15,30,20,130000,108000,185,210,0,85,45,10,0,30,0,0,0,0,0,0,0,190,10,10,80,0
"52","35240156","DA","35240156",0.2625,568,177,174,"3524001","3524","5350600.02","35535",45600,45,65,55,45,30,35,25,20,15,15,60,40,174000,142000,210,310,0,190,80,0,25,0,0,0,0,0,0,0,15,175,0,25,85,0
"53","35240157","DA","35240157",0.5956,434,128,127,"3524001","3524","5350600.02","35535",42800,30,45,45,30,25,20,15,20,20,15,40,25,152000,126000,285,230,25,95,145,0,0,0,0,0,0,0,0,0,10,205,0,50,90,15
"54","35240158","DA","35240158",0.1057,419,126,123,"3524001","3524","5350600.02","35535",46000,40,45,35,30,20,15,15,20,10,15,40,40,180000,144000,215,185,0,85,115,30,40,0,0,0,0,0,0,0,0,125,10,15,75,20
"55","35240159","DA","35240159",0.1027,368,118,117,"3524001","3524","5350600.02","35535",49600,35,35,30,25,25,20,20,15,20,15,25,30,192000,146000,205,140,0,50,75,0,0,0,0,0,0,0,0,0,0,230,0,10,30,20
"56","35240160","DA","35240160",0.2729,588,191,190,"3524001","3524","5350600.02","35535",49600,50,55,60,30,45,20,25,30,25,30,55,60,210000,157000,305,275,0,85,150,0,0,0,0,0,0,15,0,0,0,280,0,40,85,10
"57","35240161","DA","35240161",0.2724,596,176,172,"3524001","3524","5350600.02","35535",38400,70,65,65,45,45,30,25,15,20,15,50,35,153000,125000,230,290,35,85,125,0,30,15,0,0,0,0,0,25,0,245,0,45,105,0
"58","35240162","DA","35240162",0.1144,455,140,139,"3524001","3524","5350600.02","35535",53600,25,50,45,30,20,25,25,20,15,15,45,50,196000,150000,270,220,0,80,110,15,0,0,0,0,0,0,0,0,0,280,10,30,65,0
"59","35240165","DA","35240165",0.3556,963,315,313,"3524001","3524","5350612.28","35535",52000,90,95,80,65,45,50,30,40,20,25,95,145,266000,190000,575,395,0,130,285,25,0,20,0,0,0,0,0,0,30,480,15,80,240,25
"60","35240166","DA","35240166",0.0956,377,122,121,"3524001","3524","5350612.25","35535",50400,35,35,40,25,20,25,5,20,10,15,40,40,192000,150000,275,110,0,65,45,0,0,10,0,0,0,0,0,0,0,255,0,40,80,25
"61","35240167","DA","35240167",0.1602,441,135,135,"3524001","3524","5350612.25","35535",50800,40,40,55,25,20,20,15,15,25,10,55,40,172000,140000,195,230,0,55,65,0,0,0,0,0,0,0,0,20,0,210,0,20,70,15
"62","35240168","DA","35240168",0.2098,718,250,246,"3524001","3524","5350614.02","35535",46800,50,65,80,60,50,40,40,40,35,20,60,35,129000,107000,430,280,0,0,95,0,0,0,0,0,0,0,0,0,0,535,10,65,95,10
"63","35240169","DA","35240169",0.1171,756,273,271,"3524001","3524","5350614.01","35535",49600,55,50,75,65,50,55,50,40,35,30,55,25,140000,115000,515,330,15,55,35,0,75,0,20,25,0,0,0,0,0,605,25,120,120,20
"64","35240170","DA","35240170",0.1729,437,171,169,"3524001","3524","5350612.25","35535",49600,40,30,40,35,30,25,30,25,10,15,45,30,101000,86000,230,140,0,0,45,0,15,0,0,0,0,0,0,0,0,285,10,50,40,0
"65","35240171","DA","35240171",0.0966,432,140,139,"3524001","3524","5350612.25","35535",41600,45,60,40,30,20,25,25,15,10,5,50,30,160000,128000,255,175,0,15,75,0,0,0,0,0,0,0,0,0,0,325,0,35,100,0
"66","35240172","DA","35240172",0.1089,424,137,135,"3524001","3524","5350612.25","35535",56000,30,30,35,35,25,30,25,20,10,15,50,35,192000,150000,255,170,0,45,95,0,0,0,0,0,0,0,0,0,0,285,10,15,80,15
"67","35240173","DA","35240173",0.1113,444,136,133,"3524001","3524","5350612.08","35535",44800,40,40,40,30,30,25,20,10,10,15,50,35,172000,138000,230,195,10,50,100,0,0,0,0,0,0,15,0,0,20,230,0,25,100,10
"68","35240174","DA","35240174",0.0607,227,74,73,"3524001","3524","5350612.08","35535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,100,0,0,65,0,0,0,0,0,0,0,0,0,0,135,0,20,60,0
"69","35240175","DA","35240175",0.3,597,185,183,"3524001","3524","5350612.08","35535",47200,55,60,55,45,35,40,20,25,25,15,50,45,164000,128000,300,255,0,40,125,0,0,0,0,15,0,0,0,10,25,305,15,20,100,15
"70","35240176","DA","35240176",0.0949,409,126,122,"3524001","3524","5350612.08","35535",34400,35,40,60,50,30,10,15,15,15,15,25,15,126000,108000,185,185,15,125,65,25,0,0,0,0,0,0,0,0,0,145,20,30,50,10
"71","35240177","DA","35240177",0.1145,465,147,142,"3524001","3524","5350612.08","35535",38000,40,40,65,50,35,30,25,25,20,5,30,20,140000,120000,260,220,0,220,0,20,0,0,0,0,0,0,0,0,0,225,15,40,45,10
"72","35240179","DA","35240179",0.1715,474,154,151,"3524001","3524","5350612.27","35535",45200,40,45,50,30,35,25,20,15,20,15,40,35,2e+05,154000,315,195,30,100,85,0,0,0,0,0,0,0,0,0,0,315,0,30,160,0
"73","35240180","DA","35240180",0.0516,254,87,87,"3524001","3524","5350612.27","35535",44800,15,25,30,20,20,15,15,15,5,15,20,15,146000,122000,190,80,0,0,25,50,0,0,0,0,0,0,0,0,0,190,10,30,35,15
"74","35240181","DA","35240181",0.1979,615,216,212,"3524001","3524","5350612.27","35535",47200,55,50,60,45,40,40,30,25,25,20,55,40,164000,130000,345,255,25,110,80,0,0,0,15,0,0,0,0,0,0,380,0,25,115,15
"75","35240182","DA","35240182",0.0807,361,116,115,"3524001","3524","5350612.27","35535",50800,35,30,35,25,25,20,15,20,15,15,45,25,172000,138000,200,160,0,0,70,25,0,35,0,0,0,0,0,0,0,190,10,15,75,0
"76","35240184","DA","35240184",0.2143,976,448,440,"3524001","3524","5350612.27","35535",36400,70,110,155,100,80,70,40,45,35,35,45,25,95600,80800,555,390,30,120,85,30,55,0,20,0,10,0,0,10,0,600,25,90,160,25
"77","35240188","DA","35240188",0.1088,478,154,152,"3524001","3524","5350612.25","35535",46400,60,25,45,25,40,20,25,10,15,15,50,55,196000,154000,260,210,40,75,70,20,0,0,0,0,0,0,0,0,0,290,0,25,110,25
"78","35240189","DA","35240189",0.5951,1023,402,397,"3524001","3524","5350613.03","35535",39600,90,120,110,95,90,75,45,45,35,30,65,20,107600,92000,630,435,35,85,65,135,30,0,40,20,0,0,0,0,0,695,25,105,185,10
"79","35240192","DA","35240192",0.1436,525,189,181,"3524001","3524","5350613.04","35535",41200,50,50,60,45,35,30,30,15,15,10,50,30,148000,113000,220,170,30,75,90,0,0,0,0,0,0,0,0,0,0,225,0,15,85,20
"80","35240193","DA","35240193",0.1452,1074,476,428,"3524001","3524","5350613.04","35535",29400,115,155,190,140,80,50,40,30,30,15,45,20,86400,75600,580,305,50,45,70,50,55,40,30,0,10,25,0,0,20,570,20,130,130,0
"81","35240194","DA","35240194",0.3123,770,369,357,"3524001","3524","5350613.04","35535",41200,35,85,100,90,70,50,55,40,25,20,55,25,114000,95200,440,360,30,30,60,20,25,0,25,0,0,35,0,0,0,600,20,100,80,10
"82","35240195","DA","35240195",0.0627,631,265,254,"3524001","3524","5350613.04","35535",38400,35,70,80,75,65,45,50,30,20,15,15,5,115000,98000,355,355,15,120,30,85,10,0,45,0,0,0,0,0,0,365,40,95,65,25
"83","35240196","DA","35240196",0.1524,420,135,134,"3524001","3524","5350614.01","35535",59200,30,50,45,25,15,20,20,25,20,15,40,60,224000,168000,370,65,0,0,25,0,0,0,0,0,0,0,0,0,0,385,0,15,95,0
"84","35240197","DA","35240197",0.1332,508,177,176,"3524001","3524","5350614.01","35535",44800,45,50,50,50,30,35,25,25,25,15,50,30,122000,102000,325,170,0,10,45,0,0,0,10,0,0,0,0,0,0,420,0,45,60,0
"85","35240198","DA","35240198",0.1385,452,154,150,"3524001","3524","5350600.01","35535",56800,35,35,40,25,25,15,15,15,15,10,40,60,228000,164000,310,170,0,70,90,10,0,0,0,0,0,0,0,0,0,285,10,0,50,15
"86","35240199","DA","35240199",0.2147,519,162,159,"3524001","3524","5350600.01","35535",58800,50,40,35,20,25,15,15,25,10,20,45,70,296000,204000,340,175,0,65,55,0,0,15,30,0,0,0,0,0,0,310,0,15,110,0
"87","35240200","DA","35240200",0.2253,458,155,151,"3524001","3524","5350600.01","35535",64000,45,45,35,20,15,15,15,20,15,15,45,80,325000,224000,320,135,10,0,65,0,0,0,0,0,0,0,0,0,0,395,0,15,95,15
"88","35240201","DA","35240201",0.26,439,130,129,"3524001","3524","5350600.01","35535",47600,45,50,30,20,30,20,15,10,5,5,35,70,268000,188000,265,140,35,20,60,0,0,0,0,0,0,0,0,0,0,325,0,30,85,15
"89","35240202","DA","35240202",0.5187,583,200,194,"3524001","3524","5350600.01","35535",65000,65,35,40,35,25,20,20,20,15,15,50,115,352000,232000,270,245,0,70,50,0,0,15,0,0,0,0,0,0,10,375,0,35,90,10
"90","35240203","DA","35240203",0.5163,492,177,169,"3524001","3524","5350602.00","35535",78000,55,45,30,15,15,20,15,10,10,5,35,135,430000,264000,275,145,0,25,65,0,30,0,0,0,0,0,0,0,0,285,0,25,75,15
"91","35240204","DA","35240204",0.3619,412,132,127,"3524001","3524","5350602.00","35535",68500,45,35,30,20,20,10,5,15,15,5,30,90,780000,460000,305,85,0,10,35,0,0,0,0,0,0,0,0,0,0,325,0,10,90,0
"92","35240205","DA","35240205",0.3079,418,127,121,"3524001","3524","5350602.00","35535",55200,60,35,25,10,20,15,10,10,5,5,30,85,470000,296000,285,155,0,0,100,0,0,0,0,0,0,0,0,0,0,290,30,20,95,15
"93","35240206","DA","35240206",0.4077,499,177,173,"3524001","3524","5350602.00","35535",71000,55,40,40,10,30,10,25,15,15,10,45,125,630000,380000,325,125,0,15,20,0,0,0,0,0,0,0,0,0,10,395,0,40,75,25
"94","35240207","DA","35240207",0.244,569,184,180,"3524001","3524","5350602.00","35535",64000,70,40,40,15,20,20,25,15,10,10,35,120,488000,304000,400,150,0,50,10,0,20,0,0,0,0,0,0,0,0,460,0,15,125,0
"95","35240208","DA","35240208",0.1813,566,218,211,"3524001","3524","5350602.00","35535",66000,50,35,40,35,20,25,20,25,15,5,40,120,318000,214000,465,115,0,15,0,0,0,0,20,0,0,0,0,0,0,515,0,25,115,10
"96","35240209","DA","35240209",0.2499,611,224,209,"3524001","3524","5350602.00","35535",55600,35,35,45,30,30,35,25,15,10,10,50,70,210000,134000,345,130,0,10,45,0,0,0,0,0,0,0,0,0,0,420,0,20,90,15
"97","35240210","DA","35240210",0.8702,800,404,382,"3524001","3524","5350602.00","35535",61200,50,55,50,70,45,40,50,45,35,30,70,90,187000,131000,385,290,0,45,35,35,15,0,0,10,0,0,0,0,0,510,0,35,150,10
"98","35240211","DA","35240211",0.8577,484,186,180,"3524001","3524","5350602.00","35535",61600,40,45,25,35,15,25,15,25,20,15,40,80,336000,224000,305,155,0,15,60,10,0,0,0,0,0,0,0,0,0,385,0,0,80,20
"99","35240212","DA","35240212",0.5118,690,209,202,"3524001","3524","5350601.00","35535",57200,70,45,60,30,30,25,20,15,10,15,55,130,556000,340000,440,260,0,100,160,0,0,0,0,0,0,25,0,0,0,385,0,10,175,10
"100","35240213","DA","35240213",0.1168,792,414,373,"3524001","3524","5350604.00","35535",46000,30,50,90,70,80,55,35,35,20,15,45,50,153000,109200,365,260,20,20,0,10,40,0,10,10,0,0,0,0,0,510,20,50,80,20
"101","35240214","DA","35240214",0.3979,646,269,250,"3524001","3524","5350604.00","35535",71000,70,50,45,35,25,25,25,20,15,10,60,165,650000,396000,440,155,0,30,50,0,0,0,0,0,0,0,0,0,0,500,10,35,145,20
"102","35240215","DA","35240215",0.144,423,230,212,"3524001","3524","5350604.00","35535",59600,25,40,50,25,35,30,25,15,15,5,45,85,376000,238000,285,125,0,0,45,0,0,0,0,0,0,0,0,0,0,360,0,25,75,10
"103","35240216","DA","35240216",0.2084,521,380,355,"3524001","3524","5350604.00","35535",52000,15,65,70,45,45,40,45,30,15,10,60,60,111200,84000,310,135,25,0,15,0,0,0,0,0,0,0,0,0,0,420,0,40,55,0
"104","35240217","DA","35240217",0.1449,736,312,302,"3524001","3524","5350603.00","35535",38400,45,60,100,90,80,60,30,20,15,10,25,25,110000,90000,400,360,25,15,0,50,45,80,35,0,0,0,0,0,0,455,35,150,115,15
"105","35240218","DA","35240218",0.1516,441,183,172,"3524001","3524","5350603.00","35535",44400,30,35,50,35,40,25,20,20,20,5,25,40,180000,130000,305,150,10,25,0,25,20,0,0,0,0,0,0,0,40,320,15,45,95,0
"106","35240219","DA","35240219",0.1872,600,251,244,"3524001","3524","5350603.00","35535",43600,35,60,65,60,55,40,25,20,15,15,50,50,129000,102000,400,175,25,0,0,35,30,15,0,0,0,0,0,0,30,445,10,60,100,0
"107","35240220","DA","35240220",0.146,1068,612,583,"3524001","3524","5350603.00","35535",37200,50,115,195,135,110,90,75,50,15,10,45,25,77600,64400,625,420,25,70,20,25,150,20,10,0,20,0,20,10,10,700,75,160,160,15
"108","35240221","DA","35240221",0.2872,1254,707,655,"3524001","3524","5350603.00","35535",51200,85,95,105,115,110,110,85,85,45,50,120,50,95000,77200,635,500,100,170,130,65,40,60,40,0,15,30,0,25,20,640,40,120,280,35
"109","35240222","DA","35240222",1.7965,397,146,144,"3524001","3524","5350606.00","35535",34400,35,35,60,55,35,20,25,10,10,5,15,15,110000,96000,215,145,40,90,0,10,0,0,0,0,0,0,0,0,0,290,30,55,35,20
"110","35240223","DA","35240223",0.0958,398,214,201,"3524001","3524","5350606.00","35535",40000,25,55,50,40,40,35,25,15,10,10,20,5,71000,60400,215,120,0,35,0,25,0,25,0,10,0,0,0,0,0,225,25,55,45,0
"111","35240224","DA","35240224",0.0334,587,290,273,"3524001","3524","5350603.00","35535",38800,35,55,80,80,65,50,35,25,10,10,20,0,89000,77000,290,310,15,35,0,25,165,75,0,0,0,0,0,0,15,280,35,85,145,15
"112","35240225","DA","35240225",0.0709,425,222,213,"3524001","3524","5350606.00","35535",33200,30,75,55,50,40,30,25,25,5,10,10,10,84000,71500,275,180,0,0,0,30,10,0,0,0,0,0,0,0,10,380,25,65,75,0
"113","35240226","DA","35240226",0.1325,497,275,259,"3524001","3524","5350606.00","35535",38400,30,45,75,60,50,35,25,20,15,10,20,20,73000,63200,315,155,0,0,0,30,0,0,0,0,0,0,0,0,0,385,25,45,70,0
"114","35240227","DA","35240227",0.1583,593,297,285,"3524001","3524","5350606.00","35535",42000,45,55,85,60,65,45,30,25,20,10,40,30,104000,86000,425,155,35,15,0,10,10,0,0,0,0,0,0,0,10,535,20,105,80,0
"115","35240228","DA","35240228",0.128,472,147,146,"3524001","3524","5350606.00","35535",30000,50,55,75,50,35,35,10,10,5,5,15,5,102000,88000,325,155,0,100,0,65,0,15,0,0,25,0,0,0,0,275,25,90,35,0
